end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773023460,0,61,0,52,99,99,49,53,53,61,47,52,54,8451,6355
1773023520,52,52,41,47,53,53,42,48,53,53,41,48,46,7762,10749
1773023580,47,70,46,62,48,72,48,63,48,71,46,63,61,8667,14468
1773023640,62,63,51,63,63,64,52,64,63,64,52,64,58,5524,17227
1773023700,63,81,62,81,64,83,64,83,63,82,62,82,74,7611,16878
1773023760,81,87,75,87,83,88,76,88,81,88,75,88,83,10914,17920
1773023820,87,97,87,97,88,98,88,98,87,98,87,98,95,13577,24862
1773023880,97,98,96,97,98,99,97,98,98,99,96,97,98,15817,35574
1773023940,97,98,97,98,98,99,98,99,97,99,97,98,98,11861,43187
1773024000,98,99,98,99,99,100,99,100,99,99,98,99,99,11828,49976
1773024060,99,99,99,99,100,100,100,100,99,99,99,99,99,11292,60087
1773024120,99,99,99,99,100,100,100,100,99,99,99,99,99,3123,62061
1773024180,99,99,99,99,100,100,100,100,99,99,99,99,99,2349,62414
1773024240,99,99,99,99,100,100,100,100,99,99,99,99,99,105,62412
1773024300,99,99,99,99,100,100,100,100,99,99,99,99,99,5,62407
