end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1768378560,7,51,7,50,100,100,54,54,51,55,50,50,51,52,51
1768378620,50,51,48,49,54,68,50,53,50,68,48,49,52,256,213
1768378680,49,55,45,53,53,58,53,56,49,56,49,56,51,110,248
1768378740,53,55,43,43,56,56,44,44,53,56,45,45,51,228,456
1768378800,43,43,28,28,44,45,32,32,44,44,29,29,37,417,494
1768378860,28,40,21,38,32,44,22,40,32,44,22,38,28,668,808
1768378920,38,54,31,44,40,57,40,45,38,57,37,45,48,630,828
1768378980,44,44,27,30,45,48,29,31,45,45,28,30,32,363,1109
1768379040,30,30,26,27,31,32,28,28,31,31,27,28,29,393,1333
1768379100,27,36,24,28,28,37,28,29,28,36,25,31,30,208,1363
1768379160,28,29,15,15,29,33,16,16,29,29,16,16,22,235,1494
1768379220,15,15,7,7,16,20,9,9,16,16,7,7,10,858,2125
1768379280,7,9,5,5,9,15,7,7,9,15,5,5,8,837,2906
1768379340,5,5,0,0,7,7,1,1,7,7,1,1,1,891,2946
1768379400,0,0,0,0,1,1,1,1,1,1,1,1,1,20,2946
