end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1769133660,1,51,1,40,100,100,41,41,67,67,40,40,45,328,290
1769133720,40,45,29,29,41,46,30,30,40,46,30,30,39,2050,1357
1769133780,29,29,21,22,30,31,23,24,30,31,21,24,25,1479,2636
1769133840,22,40,21,25,24,44,23,27,24,40,21,26,28,1395,3360
1769133900,25,26,12,13,27,27,14,14,25,27,14,15,20,2093,4668
1769133960,13,19,12,16,14,21,14,18,14,20,13,16,16,2583,6347
1769134020,16,18,10,10,18,19,11,11,17,18,10,10,14,2177,7002
1769134080,10,10,8,8,11,11,9,9,10,11,8,9,9,949,7412
1769134140,8,8,4,4,9,10,5,5,8,10,4,4,7,2039,8051
1769134200,4,4,2,3,5,5,3,4,5,5,2,3,3,3737,9091
1769134260,3,11,2,10,4,12,4,11,3,12,3,12,9,1692,9392
1769134320,10,11,4,5,11,12,6,7,11,12,5,7,9,2710,9682
1769134380,5,7,4,4,7,8,5,5,5,7,4,4,6,3119,11221
1769134440,4,4,0,0,5,5,1,2,5,5,1,2,2,2814,12668
1769134500,0,0,0,0,2,2,1,1,1,1,1,1,1,828,12826
