end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1771566360,1,68,1,68,100,100,48,72,48,72,47,68,64,8301,6511
1771566420,68,71,39,58,72,74,41,59,68,74,39,57,51,5615,8617
1771566480,58,74,52,72,59,76,54,75,59,75,52,75,58,4410,11031
1771566540,72,74,56,61,75,78,58,62,75,78,57,61,69,8126,14200
1771566600,61,70,59,69,62,72,61,72,61,72,60,69,65,4310,15155
1771566660,69,80,68,71,72,81,70,74,69,81,69,71,76,7031,18164
1771566720,71,71,30,32,74,74,34,34,71,71,31,34,42,6257,18681
1771566780,32,43,30,42,34,45,33,45,34,45,31,45,38,4034,19197
1771566840,42,42,24,30,45,45,26,31,45,45,25,30,31,5367,19430
1771566900,30,30,15,16,31,31,16,17,30,31,15,17,21,4124,19526
1771566960,16,22,13,17,17,23,15,18,16,22,13,18,18,4438,20836
1771567020,17,26,13,20,18,30,16,21,18,26,13,21,18,8905,23832
1771567080,20,20,0,0,21,21,1,1,20,21,1,1,4,19932,25411
1771567140,0,0,0,0,1,1,1,1,1,1,1,1,1,3280,28420
1771567200,0,0,0,0,1,1,1,1,1,1,1,1,1,811,28971
