end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1767524460,1,40,1,40,100,100,42,45,44,44,44,44,44,4,4
1767524520,40,40,39,40,45,55,40,44,39,54,39,54,44,44,44
1767524580,40,40,17,21,44,54,22,25,40,40,21,21,29,106,98
1767524640,21,25,15,25,25,30,17,28,25,30,15,25,26,167,229
1767524700,25,25,4,12,28,28,15,15,24,24,12,12,20,100,229
1767524760,12,12,2,4,15,23,6,6,12,12,4,5,8,62,282
1767524820,4,5,3,3,6,16,5,5,4,5,3,3,5,68,276
1767524880,3,4,2,2,5,5,4,5,4,5,4,5,4,83,359
1767524940,2,3,1,1,5,5,4,4,,,,,,0,359
1767525000,1,2,1,2,4,10,4,10,2,2,2,2,2,1,360
1767525060,2,2,1,1,10,10,3,8,2,2,1,1,1,35,335
1767525120,1,1,1,1,8,9,2,4,,,,,,0,335
1767525180,1,1,1,1,4,4,2,2,1,1,1,1,1,27,313
1767525240,1,1,0,0,2,2,1,2,1,2,1,2,2,6,317
1767525300,0,0,0,0,2,2,2,2,,,,,,0,317
