end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1767056460,0,45,0,39,100,100,43,44,43,55,43,55,54,229,229
1767056520,39,39,0,27,44,55,27,29,36,36,27,27,31,108,283
1767056580,27,30,13,18,29,47,19,19,28,33,18,19,25,141,388
1767056640,18,18,3,16,19,33,16,19,18,18,15,16,16,591,604
1767056700,16,19,15,17,19,20,18,18,18,18,17,17,18,55,659
1767056760,17,17,13,15,18,18,16,16,17,17,15,15,16,178,837
1767056820,15,17,13,17,16,18,15,18,16,17,16,17,16,143,980
1767056880,17,17,13,17,18,18,18,18,15,17,14,17,15,127,1107
1767056940,17,20,13,17,18,40,18,18,17,19,16,18,17,329,1424
1767057000,17,20,7,9,18,40,12,12,17,18,7,7,16,85,1494
1767057060,9,12,4,12,12,30,9,14,7,15,7,15,11,21,1514
1767057120,12,52,4,40,14,63,13,44,23,63,16,63,42,414,1375
1767057180,40,99,37,83,44,100,44,85,55,99,55,83,71,622,1400
1767057240,83,83,4,4,85,100,77,79,84,95,26,77,53,463,1536
1767057300,4,4,0,0,79,79,1,1,4,4,1,3,4,237,1511
