end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766718960,33,39,0,39,100,100,59,65,,,,,,0,0
1766719020,39,47,20,38,65,100,47,49,,,,,,0,0
1766719080,38,41,10,25,49,60,32,36,,,,,,0,0
1766719140,25,26,0,5,36,50,16,17,,,,,,0,0
1766719200,5,15,0,15,17,31,16,26,21,21,21,21,21,21,21
1766719260,15,23,0,10,26,43,18,21,,,,,,0,21
1766719320,10,12,0,1,21,31,12,12,,,,,,0,21
1766719380,1,1,0,0,12,19,9,10,,,,,,0,21
1766719440,0,1,0,0,10,16,9,11,,,,,,0,21
1766719500,0,20,0,20,11,80,11,32,,,,,,0,21
1766719560,20,20,0,5,32,70,9,10,,,,,,0,21
1766719620,5,7,0,0,10,10,9,10,,,,,,0,21
1766719680,0,0,0,0,10,10,9,10,,,,,,0,21
1766719740,0,0,0,0,10,10,10,10,,,,,,0,21
