end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1765757760,51,51,0,51,100,100,70,76,,,,,,0,0
1765757820,51,51,0,24,76,100,49,49,,,,,,0,0
1765757880,24,70,0,68,49,100,47,96,,,,,,0,0
1765757940,68,71,0,69,96,100,87,96,,,,,,0,0
1765758000,69,87,0,82,96,100,96,100,,,,,,0,0
1765758060,82,82,0,76,100,100,99,100,,,,,,0,0
1765758120,76,88,0,87,100,100,100,100,,,,,,0,0
1765758180,87,89,0,89,100,100,100,100,,,,,,0,0
1765758240,89,93,0,93,100,100,100,100,,,,,,0,0
1765758540,93,93,0,88,100,100,100,100,,,,,,0,0
1765758600,88,88,0,0,100,100,100,100,,,,,,0,0
