end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766644260,34,34,34,34,100,100,61,61,,,,,,0,0
1766644320,34,53,34,51,61,72,53,61,,,,,,0,0
1766644380,51,76,46,67,61,89,60,74,71,76,67,67,69,63,63
1766644440,67,67,67,67,74,87,73,84,75,84,75,84,76,32,93
1766644500,67,67,67,67,84,87,82,85,,,,,,0,93
1766644560,67,81,67,81,85,100,85,100,,,,,,0,93
1766644620,81,81,68,72,100,100,89,91,,,,,,0,93
1766644680,72,73,67,67,91,92,83,85,84,84,84,84,84,10,93
1766644740,67,71,66,70,85,90,76,89,,,,,,0,93
1766644800,70,70,66,70,89,90,78,89,88,88,88,88,88,5,93
1766644860,70,76,69,75,89,93,88,92,92,92,92,92,92,27,107
1766644920,75,77,66,76,92,93,92,93,,,,,,0,107
1766644980,76,82,67,82,93,100,93,100,93,97,93,97,95,58,137
1766645040,82,91,66,75,100,100,100,100,,,,,,0,137
1766645100,75,99,75,99,100,100,100,100,,,,,,0,137
