end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766616360,37,37,37,37,100,100,62,62,,,,,,0,0
1766616420,37,39,0,29,62,100,38,39,,,,,,0,0
1766616480,29,45,26,41,39,60,36,51,,,,,,0,0
1766616540,41,47,36,46,51,67,51,56,,,,,,0,0
1766616600,46,46,27,30,56,60,37,39,,,,,,0,0
1766616660,30,30,24,25,39,59,34,35,,,,,,0,0
1766616720,25,46,23,45,35,69,35,55,32,32,32,32,32,1,1
1766616780,45,54,38,54,55,75,48,64,,,,,,0,1
1766616840,54,60,53,60,64,81,62,69,68,68,68,68,68,7,8
1766616900,60,64,58,64,69,90,67,73,73,73,73,73,73,6,13
1766616960,64,71,60,70,73,97,70,79,69,69,69,69,69,47,55
1766617020,70,70,0,37,79,100,44,48,,,,,,0,55
1766617080,37,45,0,40,48,100,44,50,,,,,,0,55
1766617140,40,99,0,62,50,100,42,96,43,99,43,99,66,254,253
1766617200,62,62,0,0,96,100,95,100,,,,,,0,253
