end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1765833360,42,50,0,50,100,100,52,66,,,,,,0,0
1765833420,50,57,0,56,66,100,61,71,,,,,,0,0
1765833480,56,68,0,68,71,100,68,85,,,,,,0,0
1765833540,68,78,0,64,85,100,81,81,,,,,,0,0
1765833600,64,79,0,77,81,100,75,97,69,69,69,69,69,76,76
1765833660,77,85,0,83,97,100,95,100,,,,,,0,76
1765833720,83,89,0,89,100,100,100,100,,,,,,0,76
1765833780,89,91,0,91,100,100,100,100,,,,,,0,76
1765833840,91,93,0,93,100,100,100,100,,,,,,0,76
1765834020,93,93,93,93,100,100,100,100,93,93,93,93,93,67,143
1765834080,93,93,0,93,100,100,100,100,,,,,,0,143
1765834140,93,93,88,88,100,100,100,100,,,,,,0,143
1765834200,88,88,0,0,100,100,100,100,,,,,,0,143
