end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766184360,18,22,0,22,100,100,45,46,,,,,,0,0
1766184420,22,29,22,29,46,46,38,40,39,39,39,39,39,12,12
1766184480,29,40,0,22,40,62,33,33,47,47,47,47,47,9,21
1766184540,22,25,0,19,33,45,30,30,,,,,,0,21
1766184600,19,19,0,10,30,46,21,21,,,,,,0,21
1766184660,10,20,0,20,21,44,20,31,,,,,,0,21
1766184720,20,34,0,15,31,100,26,26,,,,,,0,21
1766184780,15,15,0,11,26,35,22,22,,,,,,0,21
1766184840,11,14,0,10,22,33,21,21,,,,,,0,21
1766184900,10,11,0,5,21,32,15,16,,,,,,0,21
1766184960,5,5,0,1,16,24,12,12,,,,,,0,21
1766185020,1,1,0,0,12,18,10,15,10,15,10,15,15,356,377
1766185080,0,0,0,0,15,100,15,100,,,,,,0,377
