end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766880960,31,31,31,31,100,100,58,58,,,,,,0,0
1766881020,31,36,31,36,58,100,58,64,,,,,,0,0
1766881080,36,42,31,39,64,100,64,67,,,,,,0,0
1766881200,39,39,31,31,67,100,47,53,,,,,,0,0
1766881260,31,31,0,10,53,100,40,40,31,31,21,21,21,56,56
1766881320,10,36,10,36,40,100,40,66,,,,,,0,56
1766881380,36,42,18,18,66,100,50,50,50,50,50,50,50,5,56
1766881440,18,40,10,40,50,100,50,56,,,,,,0,56
1766881500,40,40,10,20,56,56,56,56,,,,,,0,56
1766881560,20,27,10,10,56,100,30,100,,,,,,0,56
1766881620,10,10,10,10,100,100,23,23,10,10,10,10,10,7,56
1766881680,10,10,10,10,23,100,23,46,,,,,,0,56
1766881740,10,10,10,10,46,100,46,64,,,,,,0,56
