end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766392260,41,44,39,41,100,100,65,73,68,68,68,68,68,14,14
1766392320,41,53,31,38,73,90,60,63,,,,,,0,14
1766392380,38,41,11,16,63,63,33,39,,,,,,0,14
1766392440,16,30,2,18,39,40,39,39,,,,,,0,14
1766392500,18,27,14,19,39,39,27,32,39,39,39,39,39,2,16
1766392560,19,19,8,11,32,40,24,24,19,19,19,19,19,20,36
1766392620,11,11,4,7,24,27,15,19,,,,,,0,36
1766392680,7,11,3,4,19,26,14,14,,,,,,0,36
1766392740,4,7,2,5,14,14,11,12,,,,,,0,36
1766392800,5,5,0,0,12,18,9,9,9,9,9,9,9,8,44
1766392860,0,0,0,0,9,10,6,7,,,,,,0,44
1766392920,0,0,0,0,7,12,5,12,,,,,,0,44
1766392980,0,0,0,0,12,12,12,12,,,,,,0,44
1766393040,0,0,0,0,12,100,12,100,,,,,,0,44
1766393100,0,0,0,0,100,100,1,1,,,,,,0,44
