end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766799960,35,36,35,35,100,100,63,63,,,,,,0,0
1766800020,35,48,35,43,63,80,63,67,,,,,,0,0
1766800080,43,43,35,36,67,79,62,62,,,,,,0,0
1766800140,36,36,36,36,62,62,61,61,,,,,,0,0
1766800200,36,45,35,41,61,79,61,67,,,,,,0,0
1766800260,41,41,11,11,67,70,37,38,67,67,41,41,52,69,40
1766800320,11,11,11,11,38,51,30,30,,,,,,0,40
1766800380,11,11,11,11,30,30,24,24,,,,,,0,40
1766800440,11,24,2,13,24,89,23,32,2,32,2,32,24,19,45
1766800500,13,16,2,11,32,33,32,32,,,,,,0,45
1766800560,11,11,2,5,32,32,28,28,,,,,,0,45
1766800620,5,7,1,1,28,100,28,34,,,,,,0,45
1766800680,1,23,1,19,34,100,28,69,1,1,1,1,1,14,31
1766800740,19,19,1,1,69,100,57,100,69,69,69,69,69,8,39
1766800800,1,1,1,1,100,100,100,100,1,1,1,1,1,8,31
